Mo da yda  time  FoF2
 3 15  74  22.00    3.4
 3 15  74  23.00    3.5
 3 15  74   0.00    3.5
 3 15  74   1.00   3.34
 3 15  74   2.00    3.0
 3 15  74   3.00    2.6
 3 15  74   4.00    4.0
 3 15  74   5.00    5.0
 3 15  74   6.00   5.75
 3 15  74   7.00    5.5
 3 15  74   8.00    7.1
 3 15  74   9.00    6.3
 3 15  74  10.00    6.4
 3 15  74  11.00    6.7
 3 15  74  12.00    6.5
 3 15  74  13.00   6.45
 3 15  74  14.00    6.5
 3 15  74  15.00    5.8
 3 15  74  16.00    5.6
 3 15  74  17.00    4.9
 3 15  74  18.00   4.65
 3 15  74  19.00    4.2
 3 15  74  20.00    3.3
 3 15  74  21.00    3.4
