Mo da yda  time  FoF2
 1 28  28  22.00   3.05
 1 28  28  23.00    3.1
 1 28  28   0.00   3.05
 1 28  28   1.00   3.15
 1 28  28   2.00    2.9
 1 28  28   3.00   2.35
 1 28  28   4.00    2.2
 1 28  28   5.00    2.8
 1 28  28   6.00   4.85
 1 28  28   7.00   5.55
 1 28  28   8.00    5.0
 1 28  28   9.00    4.8
 1 28  28  10.00    6.2
 1 28  28  11.00    6.8
 1 28  28  14.00    4.2
 1 28  28  15.00   3.55
 1 28  28  17.00    2.0
 1 28  28  18.00    2.0
 1 28  28  19.00   2.05
 1 28  28  20.00    2.1
 1 28  28  21.00    2.3
