Mo da yda  time  FoF2
 2  5  36   0.00    2.3
 2  5  36   1.00    3.5
 2  5  36   4.00    1.9
 2  5  36   5.00    2.7
 2  5  36   6.00   4.45
 2  5  36   7.00    5.3
 2  5  36   8.00   5.55
 2  5  36   9.00    5.5
 2  5  36  10.00    5.2
 2  5  36  11.00   5.05
 2  5  36  12.00    4.7
 2  5  36  13.00    4.5
 2  5  36  14.00    4.4
 2  5  36  15.00    3.9
 2  5  36  16.00   3.25
 2  5  36  17.00   2.55
 2  5  36  18.00    2.3
 2  5  36  19.00    2.4
 2  5  36  20.00    2.5
 2  5  36  21.00    2.5
