Mo da yda  time  FoF2
 3 19  78  22.00    2.9
 3 19  78  23.00    2.8
 3 19  78   0.00   2.75
 3 19  78   1.00    2.6
 3 19  78   2.00    2.5
 3 19  78   3.00   2.35
 3 19  78   4.00   4.05
 3 19  78   5.00    5.0
 3 19  78   6.00    5.6
 3 19  78   7.00   5.75
 3 19  78   8.00    6.2
 3 19  78   9.00    6.4
 3 19  78  10.00    6.6
 3 19  78  11.00    6.3
 3 19  78  12.00    6.3
 3 19  78  13.00    6.3
 3 19  78  14.00    6.1
 3 19  78  15.00    5.8
 3 19  78  16.00    6.0
 3 19  78  17.00    5.5
 3 19  78  18.00    5.3
 3 19  78  19.00   4.15
 3 19  78  20.00    3.5
 3 19  78  21.00    3.3
