Mo da yda  time  FoF2
 1 16  16  22.00    2.7
 1 16  16  23.00    2.6
 1 16  16   0.00    2.7
 1 16  16   1.00    2.0
 1 16  16   2.00    1.9
 1 16  16   3.00    2.3
 1 16  16   4.00    2.1
 1 16  16   5.00    2.4
 1 16  16   6.00    3.9
 1 16  16   7.00    4.6
 1 16  16   8.00    6.0
 1 16  16   9.00    5.3
 1 16  16  10.00    5.6
 1 16  16  11.00    6.0
 1 16  16  12.00    5.8
 1 16  16  13.00    4.4
 1 16  16  14.00    4.0
 1 16  16  15.00    2.7
 1 16  16  19.00    2.2
 1 16  16  21.00    2.5
