Mo da yda  time  FoF2
 2 22  53  22.00   3.15
 2 22  53  23.00    3.0
 2 22  53   0.00   3.25
 2 22  53   1.00    3.3
 2 22  53   2.00    3.0
 2 22  53   3.00    2.5
 2 22  53   4.00    2.2
 2 22  53   5.00    3.8
 2 22  53   6.00    5.5
 2 22  53   7.00    6.5
 2 22  53   8.00    6.6
 2 22  53   9.00    6.8
 2 22  53  10.00    6.7
 2 22  53  11.00    5.8
 2 22  53  12.00    6.5
 2 22  53  13.00    6.7
 2 22  53  14.00    6.5
 2 22  53  15.00    5.0
 2 22  53  16.00   4.05
 2 22  53  17.00    4.2
 2 22  53  18.00    3.4
 2 22  53  19.00    3.3
 2 22  53  20.00    3.5
 2 22  53  21.00    3.7
