Mo da yda  time  FoF2
 2 12  43  22.00    3.0
 2 12  43  23.00   3.25
 2 12  43   0.00    3.3
 2 12  43   1.00   3.25
 2 12  43   2.00   3.05
 2 12  43   3.00    2.6
 2 12  43   4.00   2.15
 2 12  43   5.00    3.7
 2 12  43   6.00   4.95
 2 12  43   7.00   5.75
 2 12  43   8.00    6.3
 2 12  43   9.00    6.8
 2 12  43  10.00   6.55
 2 12  43  11.00   6.05
 2 12  43  12.00    5.9
 2 12  43  13.00    6.0
 2 12  43  14.00   6.25
 2 12  43  15.00    5.5
 2 12  43  16.00   5.15
 2 12  43  17.00    3.8
 2 12  43  18.00   2.75
 2 12  43  19.00    3.0
 2 12  43  20.00    3.3
 2 12  43  21.00   3.35
