Mo da yda  time  FoF2
 3 16  75  22.00    3.2
 3 16  75  23.00   2.95
 3 16  75   0.00    2.8
 3 16  75   1.00    2.7
 3 16  75   2.00   2.55
 3 16  75   3.00    2.6
 3 16  75   4.00   3.95
 3 16  75   5.00    5.1
 3 16  75   6.00    5.9
 3 16  75   7.00   6.05
 3 16  75   8.00    7.0
 3 16  75   9.00    6.7
 3 16  75  10.00    6.5
 3 16  75  11.00   6.55
 3 16  75  12.00    6.5
 3 16  75  13.00    6.6
 3 16  75  14.00   6.25
 3 16  75  15.00    6.0
 3 16  75  16.00    5.9
 3 16  75  17.00    5.5
 3 16  75  18.00   4.55
 3 16  75  19.00    4.0
 3 16  75  20.00   3.15
 3 16  75  21.00    2.8
