Mo da yda  time  FoF2
 3 10  69  22.00   3.55
 3 10  69  23.00    3.5
 3 10  69   0.00   3.45
 3 10  69   1.00    3.4
 3 10  69   2.00    3.4
 3 10  69   3.00   2.85
 3 10  69   4.00    3.5
 3 10  69   5.00    4.5
 3 10  69   6.00    5.0
 3 10  69   7.00    6.0
 3 10  69   8.00    6.5
 3 10  69   9.00    6.4
 3 10  69  10.00    6.9
 3 10  69  11.00    6.0
 3 10  69  12.00    6.1
 3 10  69  13.00   6.15
 3 10  69  14.00    5.2
 3 10  69  15.00    5.4
 3 10  69  16.00    5.3
 3 10  69  17.00    5.7
 3 10  69  18.00   5.15
 3 10  69  19.00    4.7
 3 10  69  20.00   3.85
 3 10  69  21.00    3.5
