Mo da yda  time  FoF2
 1 26  26  22.00    2.8
 1 26  26  23.00    3.0
 1 26  26   0.00    3.0
 1 26  26   1.00    2.9
 1 26  26   2.00    2.6
 1 26  26   3.00    2.2
 1 26  26   4.00    2.3
 1 26  26   5.00    2.6
 1 26  26   6.00    4.3
 1 26  26   7.00    5.3
 1 26  26   8.00    4.8
 1 26  26   9.00    5.2
 1 26  26  10.00   5.75
 1 26  26  11.00   5.25
 1 26  26  12.00    5.8
 1 26  26  13.00    4.8
 1 26  26  14.00   3.95
 1 26  26  15.00    3.0
 1 26  26  16.00   2.25
 1 26  26  17.00    1.9
 1 26  26  18.00    2.5
 1 26  26  19.00   2.25
 1 26  26  20.00   2.55
 1 26  26  21.00   2.65
