Mo da yda  time  FoF2
 3 31  90   2.00   3.85
 3 31  90   3.00   3.15
 3 31  90   4.00    3.9
 3 31  90   5.00    5.2
 3 31  90   6.00    5.8
 3 31  90   7.00    5.9
 3 31  90   8.00    5.9
 3 31  90   9.00    6.6
 3 31  90  10.00   6.35
 3 31  90  11.00    6.1
 3 31  90  12.00    6.2
 3 31  90  13.00   5.75
 3 31  90  14.00   5.55
 3 31  90  15.00   5.05
 3 31  90  16.00    5.1
 3 31  90  17.00    4.9
 3 31  90  18.00    4.2
 3 31  90  19.00    3.8
 3 31  90  20.00    3.4
 3 31  90  21.00   3.25
