Mo da yda  time  FoF2
 2 10  41  22.00    3.4
 2 10  41  23.00    3.7
 2 10  41   0.00   3.75
 2 10  41   1.00    3.7
 2 10  41   2.00   3.45
 2 10  41   3.00   2.65
 2 10  41   4.00    3.0
 2 10  41   5.00    3.8
 2 10  41   6.00    5.5
 2 10  41   8.00    6.3
 2 10  41   9.00    6.9
 2 10  41  10.00    6.7
 2 10  41  11.00    6.0
 2 10  41  12.00    5.7
 2 10  41  13.00    6.2
 2 10  41  14.00    5.8
 2 10  41  15.00    4.7
 2 10  41  16.00    3.5
 2 10  41  17.00    3.2
 2 10  41  18.00    2.7
 2 10  41  19.00    2.5
 2 10  41  20.00    3.2
 2 10  41  21.00   3.55
