Mo da yda  time  FoF2
 1  1   1  22.00    2.6
 1  1   1  23.00    2.5
 1  1   1   0.00    2.5
 1  1   1   1.00    2.0
 1  1   1   5.00    1.9
 1  1   1   6.00   3.75
 1  1   1   7.00    4.2
 1  1   1   8.00    5.6
 1  1   1   9.00    5.3
 1  1   1  10.00    4.9
 1  1   1  11.00    4.9
 1  1   1  12.00   4.75
 1  1   1  13.00    4.1
 1  1   1  14.00    3.2
 1  1   1  15.00    2.5
 1  1   1  16.00    2.5
 1  1   1  17.00    2.8
 1  1   1  18.00    3.1
 1  1   1  19.00    3.3
 1  1   1  20.00   3.65
 1  1   1  21.00   3.35
