Mo da yda  time  FoF2
 2 18  49  22.00    3.4
 2 18  49  23.00    3.4
 2 18  49   0.00    3.5
 2 18  49   1.00    3.5
 2 18  49   2.00    3.0
 2 18  49   3.00    2.5
 2 18  49   4.00    2.1
 2 18  49   5.00    4.0
 2 18  49   6.00    5.0
 2 18  49   7.00    6.0
 2 18  49   8.00    6.0
 2 18  49   9.00    6.7
 2 18  49  10.00    7.1
 2 18  49  11.00    6.0
 2 18  49  12.00    6.3
 2 18  49  13.00    6.0
 2 18  49  14.00    5.5
 2 18  49  15.00    6.1
 2 18  49  16.00    5.7
 2 18  49  17.00    4.7
 2 18  49  18.00    4.1
 2 18  49  19.00    3.8
 2 18  49  20.00    3.7
 2 18  49  21.00    3.1
