Mo da yda  time  FoF2
 2 17  48  22.00    2.3
 2 17  48  23.00    2.1
 2 17  48   0.00    2.5
 2 17  48   1.00   3.15
 2 17  48   2.00    3.2
 2 17  48   3.00   2.85
 2 17  48   4.00    2.4
 2 17  48   5.00    4.3
 2 17  48   6.00    5.2
 2 17  48   7.00    6.7
 2 17  48   8.00    6.9
 2 17  48   9.00    6.8
 2 17  48  10.00    6.8
 2 17  48  11.00    6.9
 2 17  48  12.00    6.9
 2 17  48  13.00    6.4
 2 17  48  14.00    6.3
 2 17  48  15.00    5.4
 2 17  48  16.00    4.0
 2 17  48  17.00    4.1
 2 17  48  18.00   3.35
 2 17  48  19.00    3.0
 2 17  48  20.00   2.85
 2 17  48  21.00    3.1
