Mo da yda  time  FoF2
12  1 335  22.00    2.0
12  1 335  23.00   2.75
12  1 335   0.00    2.8
12  1 335   1.00   2.65
12  1 335   2.00    2.0
12  1 335   3.00    2.0
12  1 335   4.00    2.3
12  1 335   5.00    2.4
12  1 335   6.00    3.9
12  1 335   7.00    4.6
12  1 335   8.00    4.5
12  1 335   9.00    4.7
12  1 335  10.00    4.6
12  1 335  11.00   5.05
12  1 335  12.00    4.5
12  1 335  13.00    3.3
12  1 335  14.00   2.75
12  1 335  15.00    2.5
12  1 335  17.00    1.9
12  1 335  18.00    2.1
12  1 335  19.00   2.05
12  1 335  20.00    2.2
12  1 335  21.00    1.8
