Mo da yda  time  FoF2
 2 13  44  22.00    3.9
 2 13  44  23.00    4.1
 2 13  44   0.00   4.25
 2 13  44   2.00    2.6
 2 13  44   3.00   2.05
 2 13  44   4.00   2.15
 2 13  44   5.00   3.75
 2 13  44   6.00   5.15
 2 13  44   7.00   5.75
 2 13  44   8.00    6.3
 2 13  44   9.00    6.5
 2 13  44  10.00    6.2
 2 13  44  11.00    6.5
 2 13  44  12.00    6.6
 2 13  44  13.00    6.1
 2 13  44  14.00    6.0
 2 13  44  15.00    5.4
 2 13  44  16.00    4.2
 2 13  44  17.00    3.5
 2 13  44  18.00    2.5
 2 13  44  19.00    2.4
 2 13  44  20.00    2.7
 2 13  44  21.00    3.0
