Mo da yda  time  FoF2
 1 20  20  22.00    2.9
 1 20  20  23.00    3.2
 1 20  20   0.00    3.3
 1 20  20   1.00    3.4
 1 20  20   2.00   2.75
 1 20  20   3.00    2.5
 1 20  20   5.00    2.5
 1 20  20   6.00    4.0
 1 20  20   7.00    5.0
 1 20  20   8.00    5.2
 1 20  20   9.00    4.8
 1 20  20  10.00    5.3
 1 20  20  11.00    5.0
 1 20  20  12.00    5.5
 1 20  20  13.00    4.3
 1 20  20  14.00    3.6
 1 20  20  15.00   3.75
 1 20  20  16.00    2.8
 1 20  20  17.00    3.1
 1 20  20  18.00    2.8
 1 20  20  19.00    3.0
 1 20  20  20.00    2.7
 1 20  20  21.00    2.4
