Mo da yda  time  FoF2
12 13 347  22.00    4.5
12 13 347  23.00    4.2
12 13 347   0.00    3.9
12 13 347   1.00   3.55
12 13 347   2.00   3.05
12 13 347   3.00    3.0
12 13 347   4.00   3.25
12 13 347   5.00   2.95
12 13 347   6.00    4.8
12 13 347   7.00    5.9
