Mo da yda  time  FoF2
12 14 348   6.00   4.55
12 14 348   7.00    5.5
12 14 348   8.00    5.7
12 14 348   9.00    6.0
12 14 348  10.00    5.5
12 14 348  11.00    6.6
12 14 348  12.00    4.7
12 14 348  13.00   4.05
12 14 348  14.00   3.65
12 14 348  15.00    3.0
12 14 348  16.00    3.1
12 14 348  17.00    3.2
12 14 348  18.00    3.4
12 14 348  19.00    3.7
12 14 348  20.00    3.8
12 14 348  21.00    3.7
