Mo da yda  time  FoF2
 3 29  88  22.00    3.1
 3 29  88  23.00    3.3
 3 29  88   0.00   3.05
 3 29  88   1.00    3.1
 3 29  88   2.00    3.1
 3 29  88   3.00    3.3
 3 29  88   4.00    4.1
 3 29  88   5.00    4.7
 3 29  88   6.00    5.3
 3 29  88   7.00    5.6
 3 29  88   8.00   6.15
 3 29  88   9.00   5.85
 3 29  88  10.00   5.95
 3 29  88  11.00   6.15
 3 29  88  12.00   5.85
 3 29  88  13.00    5.6
 3 29  88  14.00   5.65
 3 29  88  15.00    5.4
 3 29  88  16.00    5.7
 3 29  88  17.00   5.75
 3 29  88  18.00   5.55
 3 29  88  19.00    5.1
 3 29  88  20.00   4.55
 3 29  88  21.00    4.1
