Mo da yda  time  FoF2
 3 20  79  22.00   3.35
 3 20  79  23.00    3.3
 3 20  79   0.00   3.35
 3 20  79   1.00   3.35
 3 20  79   2.00   3.25
 3 20  79   3.00   3.15
 3 20  79   4.00    4.3
 3 20  79   5.00   5.15
 3 20  79   6.00    5.5
 3 20  79   7.00    6.3
 3 20  79   8.00    6.4
 3 20  79   9.00    6.7
 3 20  79  10.00    7.0
 3 20  79  11.00    6.5
 3 20  79  12.00    6.0
 3 20  79  13.00   6.15
 3 20  79  14.00   5.75
 3 20  79  15.00    5.7
 3 20  79  16.00    6.0
 3 20  79  17.00    6.1
 3 20  79  18.00   5.75
 3 20  79  19.00    5.0
 3 20  79  20.00   3.75
 3 20  79  21.00    3.1
