Mo da yda  time  FoF2
 1 25  25  22.00    3.3
 1 25  25  23.00    3.5
 1 25  25   0.00   3.05
 1 25  25   1.00   3.05
 1 25  25   2.00   2.75
 1 25  25   3.00    2.5
 1 25  25   4.00    2.4
 1 25  25   5.00    2.9
 1 25  25   6.00    4.4
 1 25  25   7.00    5.4
 1 25  25   8.00   5.25
 1 25  25   9.00    5.2
 1 25  25  10.00    6.1
 1 25  25  11.00    5.5
 1 25  25  12.00    5.0
 1 25  25  13.00    4.6
 1 25  25  14.00    4.4
 1 25  25  15.00    3.3
 1 25  25  16.00    2.1
 1 25  25  17.00    2.3
 1 25  25  18.00   2.25
 1 25  25  19.00    2.3
 1 25  25  20.00   2.55
 1 25  25  21.00    2.7
