Mo da yda  time  FoF2
 3  9  68  22.00    3.3
 3  9  68  23.00    3.4
 3  9  68   0.00    3.5
 3  9  68   1.00    3.5
 3  9  68   2.00    3.7
 3  9  68   3.00    3.0
 3  9  68   4.00    3.6
 3  9  68   5.00    4.8
 3  9  68   6.00   5.25
 3  9  68   7.00    5.7
 3  9  68   8.00    5.7
 3  9  68   9.00   6.55
 3  9  68  10.00   6.35
 3  9  68  11.00   6.25
 3  9  68  12.00    6.4
 3  9  68  13.00    6.0
 3  9  68  14.00   5.75
 3  9  68  15.00    5.6
 3  9  68  16.00   4.55
 3  9  68  17.00    4.8
 3  9  68  18.00    4.6
 3  9  68  19.00    4.5
 3  9  68  20.00   4.15
 3  9  68  21.00    3.8
