Mo da yda  time  FoF2
 1 29  29  22.00    2.3
 1 29  29  23.00    2.4
 1 29  29   0.00    2.5
 1 29  29   1.00   0.23
 1 29  29   2.00    2.0
 1 29  29   3.00   1.85
 1 29  29   4.00    1.8
 1 29  29   5.00    2.5
 1 29  29   6.00    4.1
 1 29  29   7.00    4.8
 1 29  29   8.00    5.0
 1 29  29   9.00    5.1
 1 29  29  10.00    5.0
 1 29  29  11.00    4.7
 1 29  29  12.00    5.5
 1 29  29  13.00   5.05
 1 29  29  14.00    3.9
 1 29  29  16.00    2.5
 1 29  29  17.00    2.5
 1 29  29  18.00   2.65
 1 29  29  19.00   2.75
 1 29  29  20.00    2.9
