Mo da yda  time  FoF2
 3 14  73  22.00    3.0
 3 14  73  23.00    3.0
 3 14  73   0.00    3.1
 3 14  73   1.00    3.0
 3 14  73   2.00   3.05
 3 14  73   3.00    2.8
 3 14  73   4.00    3.7
 3 14  73   5.00    5.2
 3 14  73   6.00    5.7
 3 14  73   7.00    6.7
 3 14  73   8.00    7.8
 3 14  73   9.00    7.0
 3 14  73  10.00   6.65
 3 14  73  11.00    6.7
 3 14  73  12.00    6.4
 3 14  73  13.00    6.0
 3 14  73  14.00    6.1
 3 14  73  15.00    6.0
 3 14  73  16.00    5.0
 3 14  73  17.00    5.4
 3 14  73  18.00    4.9
 3 14  73  19.00    4.3
 3 14  73  20.00    3.8
 3 14  73  21.00    3.5
