Mo da yda  time  FoF2
12  8 342  22.00    3.3
12  8 342  23.00    3.4
12  8 342   0.00    3.3
12  8 342   1.00    3.0
12  8 342   2.00    2.5
12  8 342   3.00    2.3
12  8 342   4.00    2.2
12  8 342   5.00    2.3
12  8 342   6.00    4.1
12  8 342   7.00    5.3
12  8 342   8.00    5.3
12  8 342   9.00    5.5
12  8 342  10.00    5.2
12  8 342  11.00   5.25
12  8 342  12.00    4.7
12  8 342  13.00   3.75
12  8 342  14.00    2.9
12  8 342  15.00    2.5
12  8 342  16.00    2.3
12  8 342  17.00   2.25
12  8 342  18.00    2.3
12  8 342  19.00    2.8
12  8 342  20.00    2.8
12  8 342  21.00    3.1
