Mo da yda  time  FoF2
12  2 336  22.00    2.3
12  2 336  23.00   2.25
12  2 336   0.00    2.3
12  2 336   1.00   1.95
12  2 336   3.00    1.8
12  2 336   4.00    1.8
12  2 336   5.00   2.45
12  2 336   6.00    3.8
12  2 336   7.00    4.8
12  2 336   8.00   4.65
12  2 336   9.00   4.55
12  2 336  10.00    4.5
12  2 336  11.00   4.55
12  2 336  12.00    4.6
12  2 336  13.00    3.5
12  2 336  14.00    2.8
12  2 336  15.00   2.15
12  2 336  16.00    2.0
12  2 336  17.00   2.15
12  2 336  18.00    2.0
12  2 336  19.00   2.55
12  2 336  20.00    2.1
12  2 336  21.00    2.5
