Mo da yda  time  FoF2
 3 13  72  22.00    3.0
 3 13  72  23.00   3.05
 3 13  72   0.00   3.65
 3 13  72   1.00    3.0
 3 13  72   2.00   2.65
 3 13  72   3.00    2.5
 3 13  72   4.00    3.5
 3 13  72   5.00    4.5
 3 13  72   6.00    5.5
 3 13  72   7.00    5.6
 3 13  72   8.00    6.4
 3 13  72   9.00    7.0
 3 13  72  10.00    6.6
 3 13  72  11.00    6.4
 3 13  72  12.00    6.0
 3 13  72  13.00    6.5
 3 13  72  14.00    5.8
 3 13  72  15.00    5.3
 3 13  72  16.00   5.15
 3 13  72  17.00    5.1
 3 13  72  18.00    4.5
 3 13  72  19.00    3.7
 3 13  72  20.00    3.3
 3 13  72  21.00    3.0
