Mo da yda  time  FoF2
 1 12  12  22.00    2.7
 1 12  12  23.00   2.95
 1 12  12   0.00    3.2
 1 12  12   1.00    3.0
 1 12  12   2.00    2.9
 1 12  12   3.00    3.0
 1 12  12   4.00    2.5
 1 12  12   5.00   2.75
 1 12  12   6.00    4.0
 1 12  12   7.00   5.25
 1 12  12   8.00    5.5
 1 12  12   9.00    6.1
 1 12  12  10.00   5.15
 1 12  12  11.00    5.7
 1 12  12  12.00    5.2
 1 12  12  13.00    5.1
 1 12  12  14.00    4.8
 1 12  12  16.00   2.55
 1 12  12  17.00    2.3
 1 12  12  18.00    2.2
 1 12  12  19.00    2.6
 1 12  12  20.00    2.8
 1 12  12  21.00   3.05
