Mo da yda  time  FoF2
 2  2  33  22.00    2.6
 2  2  33  23.00   2.65
 2  2  33   0.00   3.05
 2  2  33   1.00    2.7
 2  2  33   2.00   2.25
 2  2  33   3.00    1.8
 2  2  33   4.00    1.9
 2  2  33   5.00    2.6
 2  2  33   6.00    4.2
 2  2  33   7.00    5.1
 2  2  33   8.00    5.5
 2  2  33   9.00   4.65
 2  2  33  10.00   5.45
 2  2  33  11.00    5.5
 2  2  33  12.00    5.3
 2  2  33  13.00    4.8
 2  2  33  14.00    5.0
 2  2  33  15.00   3.75
 2  2  33  16.00    2.5
 2  2  33  17.00    2.0
 2  2  33  18.00    2.0
 2  2  33  19.00   2.55
 2  2  33  20.00    2.2
 2  2  33  21.00    2.3
