Mo da yda  time  FoF2
 3  4  63  22.00    3.3
 3  4  63  23.00   3.15
 3  4  63   0.00    2.9
 3  4  63   1.00    2.7
 3  4  63   2.00    2.6
 3  4  63   3.00    2.4
 3  4  63   4.00   2.75
 3  4  63   5.00    3.9
 3  4  63   6.00    4.6
 3  4  63   7.00    5.1
 3  4  63   8.00    5.9
 3  4  63   9.00    6.0
 3  4  63  10.00    6.3
 3  4  63  11.00    5.5
 3  4  63  12.00    6.3
 3  4  63  13.00    5.8
 3  4  63  14.00   6.35
 3  4  63  15.00    5.5
 3  4  63  16.00    6.3
 3  4  63  17.00   6.65
 3  4  63  18.00    3.5
