Mo da yda  time  FoF2
 3  7  66  22.00    3.0
 3  7  66  23.00   3.05
 3  7  66   0.00   3.25
 3  7  66   1.00   3.25
 3  7  66   2.00    3.1
 3  7  66   3.00    3.0
 3  7  66   4.00    3.3
 3  7  66   5.00    4.5
 3  7  66   6.00    5.5
 3  7  66   7.00    6.1
 3  7  66   8.00    5.9
 3  7  66   9.00    6.5
 3  7  66  10.00    6.8
 3  7  66  11.00    6.4
 3  7  66  12.00    6.3
 3  7  66  13.00    6.1
 3  7  66  14.00    5.6
 3  7  66  15.00   5.55
 3  7  66  16.00    5.0
 3  7  66  17.00    5.2
 3  7  66  18.00   4.75
 3  7  66  19.00    4.0
 3  7  66  20.00    3.5
 3  7  66  21.00   3.25
