Mo da yda  time  FoF2
 1 31  31  22.00   2.75
 1 31  31  23.00    3.0
 1 31  31   0.00    2.8
 1 31  31   1.00   3.05
 1 31  31   2.00    2.4
 1 31  31   3.00    2.1
 1 31  31   4.00   2.25
 1 31  31   5.00    3.0
 1 31  31   6.00    4.3
 1 31  31   7.00    5.0
 1 31  31   8.00    5.0
 1 31  31   9.00    5.2
 1 31  31  10.00    5.1
 1 31  31  11.00   5.65
 1 31  31  12.00    5.1
 1 31  31  13.00   4.55
 1 31  31  14.00   4.75
 1 31  31  15.00   3.55
 1 31  31  16.00    2.8
 1 31  31  17.00    2.4
 1 31  31  18.00    2.3
 1 31  31  19.00   2.35
 1 31  31  20.00    2.4
 1 31  31  21.00    2.5
