Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 20 355  22.00   2.30   1.60                     
12 20 355  23.00   2.30   1.60                     
12 20 355   0.00   2.00   1.30                     
12 20 355   1.00   1.80   1.50                     
12 20 355   2.00   2.00   1.60                     
12 20 355   3.00   1.90   2.50                     
12 20 355   4.00   2.00   1.70                     
12 20 355   5.00   3.70   4.60                     
12 20 355   6.00   5.00   2.00   2.00              
12 20 355   7.00   4.90   2.60                     
12 20 355   8.00   6.00   2.60   2.60              
12 20 355   9.00   6.50   2.60          3.60       
12 20 355  10.00   6.10   2.50                     
12 20 355  11.00   6.00   2.20                     
12 20 355  12.00   4.60   2.10                     
12 20 355  13.00   3.80   1.90                     
12 20 355  14.00   2.20   1.70                     
12 20 355  15.00   2.10   1.60                     
12 20 355  16.00   1.90   2.00                     
12 20 355  17.00   2.10   2.80                     
12 20 355  18.00   2.40   3.20                     
12 20 355  19.00   2.50   1.60                     
12 20 355  20.00   2.60   1.80                     
12 20 355  21.00   2.70   2.00                     
