Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2 16  47  22.00   2.60   1.40                     
 2 16  47  23.00   2.70   1.40                     
 2 16  47   0.00   2.50                            
 2 16  47   1.00   2.30   1.50                     
 2 16  47   3.00   1.80   1.50                     
 2 16  47   4.00   3.20   1.70   1.70              
 2 16  47   5.00   4.40   2.00   2.00              
 2 16  47   6.00   5.60   2.30   2.30              
 2 16  47   7.00   6.10   2.50   2.50              
 2 16  47   8.00   5.80   2.60   2.60              
 2 16  47   9.00   6.00   2.90                     
 2 16  47  10.00   5.20   2.80   2.80              
 2 16  47  11.00   5.60   2.50   3.25              
 2 16  47  12.00   5.30   2.40                     
 2 16  47  13.00   5.00   2.10                     
 2 16  47  17.00   3.20   1.50                     
 2 16  47  18.00   2.50   2.30                     
 2 16  47  19.00   2.30   1.50                     
 2 16  47  20.00   2.10   1.50                     
 2 16  47  21.00   1.90   1.50                     
