Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 19 354  22.00   2.60   1.60                     
12 19 354  23.00   2.40   1.50                     
12 19 354   0.00   2.00   1.60                     
12 19 354   1.00   2.00   2.30                     
12 19 354   2.00   1.80   1.60                     
12 19 354   3.00   1.80   1.60                     
12 19 354   4.00   1.90   1.60                     
12 19 354   5.00   4.00   2.60                     
12 19 354   6.00   5.00   2.80                     
12 19 354   7.00   5.70   5.20                     
12 19 354   8.00   7.20   3.30                     
12 19 354   9.00   7.00   2.40   2.30              
12 19 354  10.00   5.40   2.10                     
12 19 354  11.00   5.70   1.90   1.90              
12 19 354  12.00   4.60   2.10                     
12 19 354  13.00   4.30   2.80                     
12 19 354  14.00   2.30   2.20                     
12 19 354  15.00   1.90   1.50                     
12 19 354  16.00   1.80   1.90                     
12 19 354  17.00   1.90   4.90                     
12 19 354  18.00   2.20   3.00                     
12 19 354  19.00   2.40   1.70                     
12 19 354  20.00   2.40   2.70                     
12 19 354  21.00   2.40   2.30                     
