Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2  1  32  22.00   2.20   1.60                     
 2  1  32  23.00   2.20   1.60                     
 2  1  32   0.00   2.10   1.50                     
 2  1  32   1.00   2.20   1.50                     
 2  1  32   2.00   2.00   1.60                     
 2  1  32   3.00          2.20                     
 2  1  32   4.00   2.40   1.50                     
 2  1  32   5.00   4.70   1.60   1.60              
 2  1  32   6.00   5.00   1.90   1.90              
 2  1  32   7.00   5.70   2.20   2.20              
 2  1  32   8.00   5.90   2.40   2.40              
 2  1  32   9.00   5.70   2.50   2.50              
 2  1  32  10.00   6.00   2.40   2.40   3.30       
 2  1  32  11.00   5.50   1.70   2.20              
 2  1  32  12.00   4.90   1.70   1.80              
 2  1  32  13.00   4.50   2.00                     
 2  1  32  14.00   3.60   1.50                     
 2  1  32  15.00   2.80   1.50                     
 2  1  32  16.00   2.30   1.50                     
 2  1  32  17.00   2.00   1.60                     
 2  1  32  18.00   2.00   1.50                     
 2  1  32  19.00   2.00   1.50                     
 2  1  32  20.00   2.00   1.50                     
 2  1  32  21.00   1.90   1.50                     
