Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 22 357  22.00   2.90   1.50                     
12 22 357  23.00   3.30   1.50                     
12 22 357   0.00   2.80   1.50                     
12 22 357   1.00   2.20   2.00                     
12 22 357   2.00   1.80   1.50                     
12 22 357   3.00   1.70   1.40                     
12 22 357   4.00   1.90   3.30                     
12 22 357   5.00   3.70   2.10                     
12 22 357   6.00   4.40   1.80   1.80              
12 22 357   7.00   5.00   2.10   2.10              
12 22 357   8.00   6.00                            
12 22 357   9.00   5.90                            
12 22 357  10.00   5.80   3.30                     
12 22 357  11.00   4.80   1.90   2.20              
12 22 357  12.00   5.00   1.80   1.80              
12 22 357  13.00   3.10   1.50                     
12 22 357  14.00   2.50   2.30                     
12 22 357  15.00   2.10   1.50                     
12 22 357  16.00   2.00   1.50                     
12 22 357  17.00   2.30   1.50                     
12 22 357  18.00   2.60   3.00                     
12 22 357  19.00   2.40   1.50                     
12 22 357  20.00   2.60   1.50                     
12 22 357  21.00   2.80   1.60                     
