Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 28 363  22.00   2.10   1.50                     
12 28 363  23.00   1.80   1.50                     
12 28 363   5.00   3.00   1.70                     
12 28 363   6.00   3.80   1.90                     
12 28 363   7.00   4.40   2.00                     
12 28 363   8.00   4.90   2.30                     
12 28 363   9.00   5.00   2.60                     
12 28 363  10.00   4.60   2.10                     
12 28 363  11.00   4.60   2.00   2.00              
12 28 363  12.00   3.90   1.80   1.80              
12 28 363  13.00   3.40   1.60                     
12 28 363  14.00   2.00   1.60                     
12 28 363  20.00   1.80   1.50                     
12 28 363  21.00   1.80   1.50                     
