Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 17 352  22.00   2.10   1.50                     
12 17 352  23.00   2.00   1.60                     
12 17 352   0.00   1.60                            
12 17 352   4.00   1.70   1.60                     
12 17 352   5.00   3.30   1.90   1.90              
12 17 352   6.00   4.90   2.20                     
12 17 352   7.00   4.90   2.20   2.20              
12 17 352   8.00   6.10   2.50   2.50              
12 17 352   9.00   5.90   2.50   2.50              
12 17 352  10.00   5.40   2.60                     
12 17 352  11.00   5.50   2.40                     
12 17 352  12.00   5.10   3.00                     
12 17 352  13.00   4.00   1.60                     
12 17 352  14.00   2.70   1.60                     
12 17 352  15.00   2.30   1.60                     
12 17 352  16.00   2.00   1.60                     
12 17 352  17.00   2.50   1.50                     
12 17 352  18.00   2.60   1.50                     
12 17 352  19.00   2.40   1.60                     
12 17 352  20.00   2.10   1.50                     
12 17 352  21.00   2.10   1.60                     
