Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1 24  24  22.00   2.90   2.20                     
 1 24  24  23.00   2.80   1.70                     
 1 24  24   0.00   2.50   1.60                     
 1 24  24   1.00   2.40   1.60                     
 1 24  24   2.00   2.30   1.80                     
 1 24  24   3.00   2.00   1.60                     
 1 24  24   4.00   2.00   1.70                     
 1 24  24   5.00   4.20   1.80   1.80              
 1 24  24   6.00   5.50   2.80   2.80              
 1 24  24   7.00   6.00   2.90   2.90              
 1 24  24   8.00   5.80   2.80   2.80              
 1 24  24   9.00   5.30   2.60                     
 1 24  24  10.00   5.50   2.80   2.80              
 1 24  24  11.00   5.20   2.40   2.30              
 1 24  24  12.00   4.50   2.00                     
 1 24  24  13.00   4.00   1.60   1.60              
 1 24  24  14.00   3.30   1.60                     
 1 24  24  15.00   3.00   1.50                     
 1 24  24  16.00   2.00   1.50                     
 1 24  24  20.00   2.20   1.60                     
 1 24  24  21.00   2.20   1.50                     
