Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 14 349  22.00   3.70   1.50                     
12 14 349  23.00   3.60   1.50                     
12 14 349   0.00   3.20   1.50                     
12 14 349   1.00   2.80   1.50                     
12 14 349   2.00   2.00   1.50                     
12 14 349   3.00   1.80   1.50                     
12 14 349   4.00   2.10   1.50                     
12 14 349   5.00   4.00   2.00                     
12 14 349   6.00   5.60   1.90   1.70              
12 14 349   7.00   5.10   2.10   1.90              
12 14 349   8.00   5.60   2.40   2.10              
12 14 349   9.00   5.70   2.30   2.30              
12 14 349  10.00   5.90   3.10   2.25              
12 14 349  11.00   5.20   2.00   2.05              
12 14 349  12.00   5.70   1.70   1.70              
12 14 349  13.00   4.00   2.30                     
12 14 349  14.00   2.00   1.50                     
12 14 349  18.00   2.10   1.60                     
12 14 349  19.00   2.20   3.00                     
12 14 349  20.00   2.80   2.40                     
12 14 349  21.00   3.00   2.10                     
