Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 25 360  22.00   3.40   1.50                     
12 25 360  23.00   3.30   2.00                     
12 25 360   0.00   3.10   1.60                     
12 25 360   1.00   2.90   1.60                     
12 25 360   2.00   2.40   1.60                     
12 25 360   3.00   1.70   1.60                     
12 25 360   4.00   1.90   1.60                     
12 25 360   5.00   3.80   1.50   1.50              
12 25 360   6.00   4.70   2.00                     
12 25 360   7.00   6.00   2.30                     
12 25 360   8.00   5.30   3.00                     
12 25 360   9.00   6.20   2.70                     
12 25 360  10.00   6.10   2.60                     
12 25 360  11.00   5.50   2.00                     
12 25 360  12.00   4.70   1.60   1.60              
12 25 360  13.00   3.90   1.50                     
12 25 360  14.00   3.20   1.50                     
12 25 360  15.00   2.30   1.50                     
12 25 360  16.00   2.30   1.50                     
12 25 360  17.00   2.40   1.60                     
12 25 360  18.00   2.40   1.60                     
12 25 360  19.00   2.50   1.60                     
12 25 360  20.00   2.10   1.60                     
12 25 360  21.00   1.90   1.60                     
