Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
12 21 356  22.00   2.60   2.30                     
12 21 356  23.00   2.60   1.60                     
12 21 356   0.00   2.30   1.50                     
12 21 356   1.00   2.00   1.00                     
12 21 356   2.00   2.10   1.50                     
12 21 356   3.00   2.20   1.50                     
12 21 356   4.00   2.30   1.50                     
12 21 356   5.00   3.80   1.60   1.60              
12 21 356   6.00   5.40   2.20   1.80              
12 21 356   7.00   5.30   3.00                     
12 21 356   8.00   5.80                            
12 21 356   9.00   6.40   2.50   2.20   2.10       
12 21 356  10.00   6.30   2.40                     
12 21 356  11.00   5.40   2.00                     
12 21 356  12.00   4.80   2.00   2.00              
12 21 356  13.00   3.60   1.60                     
12 21 356  14.00   2.90   1.60                     
12 21 356  15.00   2.10   1.50                     
12 21 356  16.00   1.90   1.50                     
12 21 356  17.00   2.10   4.00                     
12 21 356  18.00   2.50   1.60                     
12 21 356  19.00   2.60   1.50                     
12 21 356  20.00   2.70   1.50                     
12 21 356  21.00   2.80   1.50                     
