1,000000000000000000e+00 4,033333333333333215e+00
2,000000000000000000e+00 3,957894736842104688e+00
3,000000000000000000e+00 3,491304347826087007e+00
4,000000000000000000e+00 3,462499999999999911e+00
5,000000000000000000e+00 4,088888888888888573e+00
6,000000000000000000e+00 3,478260869565216851e+00
7,000000000000000000e+00 3,915789473684210265e+00
8,000000000000000000e+00 3,619999999999999662e+00
9,000000000000000000e+00 3,513043478260869268e+00
1,000000000000000000e+01 3,700000000000000622e+00
1,100000000000000000e+01 3,754166666666666874e+00
1,200000000000000000e+01 3,630434782608695787e+00
1,300000000000000000e+01 3,855555555555555181e+00
1,400000000000000000e+01 3,719047619047619602e+00
1,500000000000000000e+01 3,714285714285713524e+00
1,600000000000000000e+01 3,626086956521738625e+00
1,700000000000000000e+01 3,390476190476189977e+00
1,800000000000000000e+01 3,287500000000000089e+00
1,900000000000000000e+01 3,362500000000001155e+00
2,000000000000000000e+01 3,308333333333333570e+00
2,100000000000000000e+01 3,437499999999999556e+00
2,200000000000000000e+01 3,316666666666665986e+00
2,300000000000000000e+01 3,417391304347825898e+00
2,400000000000000000e+01 3,445833333333333304e+00
2,500000000000000000e+01 3,500000000000000444e+00
2,600000000000000000e+01 3,847368421052632215e+00
2,700000000000000000e+01 3,178260869565216584e+00
2,800000000000000000e+01 3,364285714285713880e+00
2,900000000000000000e+01 3,652631578947368673e+00
3,000000000000000000e+01 3,430434782608693833e+00
3,100000000000000000e+01 3,552631578947368585e+00
3,200000000000000000e+01 3,331578947368421417e+00
3,300000000000000000e+01 3,664285714285714590e+00
3,400000000000000000e+01 3,685714285714285943e+00
3,500000000000000000e+01 3,472222222222222765e+00
3,600000000000000000e+01 3,409523809523809845e+00
3,700000000000000000e+01 3,557142857142857384e+00
3,800000000000000000e+01 3,504761904761903857e+00
3,900000000000000000e+01 2,979166666666666519e+00
4,000000000000000000e+01 3,309999999999999609e+00
4,100000000000000000e+01 3,864705882352941213e+00
4,200000000000000000e+01 3,379999999999999893e+00
4,300000000000000000e+01 9,990000000000000000e+02
4,400000000000000000e+01 6,660000000000000000e+02
4,500000000000000000e+01 3,788888888888888307e+00
4,600000000000000000e+01 3,565217391304347672e+00
4,700000000000000000e+01 3,642105263157894068e+00
4,800000000000000000e+01 3,619047619047618181e+00
4,900000000000000000e+01 3,695454545454545325e+00
5,000000000000000000e+01 3,795238095238094633e+00
5,100000000000000000e+01 3,617391304347826964e+00
5,200000000000000000e+01 4,033333333333331439e+00
5,300000000000000000e+01 3,745833333333333126e+00
5,400000000000000000e+01 3,686956521739130910e+00
5,500000000000000000e+01 3,599999999999999645e+00
5,600000000000000000e+01 3,682608695652174191e+00
5,700000000000000000e+01 3,779999999999999805e+00
5,800000000000000000e+01 3,831818181818181124e+00
5,900000000000000000e+01 3,476190476190476275e+00
6,000000000000000000e+01 9,990000000000000000e+02
6,100000000000000000e+01 3,694736842105262653e+00
6,200000000000000000e+01 3,209999999999999964e+00
6,300000000000000000e+01 3,408333333333333215e+00
6,400000000000000000e+01 3,479166666666666519e+00
6,500000000000000000e+01 3,808333333333333570e+00
6,600000000000000000e+01 3,843478260869564789e+00
6,700000000000000000e+01 4,243478260869566476e+00
6,800000000000000000e+01 2,804545454545454231e+00
6,900000000000000000e+01 3,408333333333332771e+00
7,000000000000000000e+01 3,925000000000000711e+00
7,100000000000000000e+01 3,588888888888888573e+00
7,200000000000000000e+01 3,604545454545454497e+00
7,300000000000000000e+01 3,900000000000000355e+00
7,400000000000000000e+01 3,936842105263157698e+00
7,500000000000000000e+01 3,756521739130434856e+00
7,600000000000000000e+01 3,943478260869564878e+00
7,700000000000000000e+01 3,626086956521739513e+00
7,800000000000000000e+01 3,804999999999999716e+00
7,900000000000000000e+01 3,899999999999999911e+00
8,000000000000000000e+01 3,900000000000001243e+00
8,100000000000000000e+01 3,916666666666665630e+00
8,200000000000000000e+01 3,712500000000000355e+00
8,300000000000000000e+01 4,082608695652174546e+00
8,400000000000000000e+01 3,552173913043478848e+00
8,500000000000000000e+01 3,954166666666666163e+00
8,600000000000000000e+01 3,774999999999999911e+00
8,700000000000000000e+01 3,610526315789473362e+00
8,800000000000000000e+01 3,445833333333333304e+00
8,900000000000000000e+01 3,939130434782609047e+00
9,000000000000000000e+01 3,100000000000000533e+00
9,100000000000000000e+01 3,257142857142857562e+00
9,200000000000000000e+01 3,513043478260869268e+00
9,300000000000000000e+01 3,649999999999999911e+00
9,400000000000000000e+01 3,705000000000000515e+00
9,500000000000000000e+01 3,404545454545454319e+00
9,600000000000000000e+01 3,281818181818181301e+00
9,700000000000000000e+01 3,790909090909089674e+00
9,800000000000000000e+01 3,526086956521738980e+00
9,900000000000000000e+01 3,513043478260869268e+00
1,000000000000000000e+02 3,712499999999999911e+00
1,010000000000000000e+02 4,074999999999999289e+00
1,020000000000000000e+02 4,362499999999999822e+00
1,030000000000000000e+02 3,887499999999999734e+00
1,040000000000000000e+02 4,295238095238095077e+00
1,050000000000000000e+02 3,983333333333332948e+00
1,060000000000000000e+02 3,837499999999999911e+00
1,070000000000000000e+02 4,212499999999999467e+00
1,080000000000000000e+02 4,195833333333332860e+00
1,090000000000000000e+02 4,358333333333333393e+00
1,100000000000000000e+02 4,029166666666665897e+00
1,110000000000000000e+02 4,108333333333333393e+00
1,120000000000000000e+02 4,416666666666666963e+00
1,130000000000000000e+02 4,541666666666666963e+00
1,140000000000000000e+02 4,762499999999999289e+00
1,150000000000000000e+02 4,666666666666666075e+00
1,160000000000000000e+02 4,545833333333333393e+00
1,170000000000000000e+02 4,425000000000000711e+00
1,180000000000000000e+02 3,725000000000000977e+00
1,190000000000000000e+02 4,191666666666666430e+00
1,200000000000000000e+02 4,149999999999999467e+00
1,210000000000000000e+02 4,383333333333333748e+00
