Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 1  3   3  23.00   1.70   1.50                     
 1  3   3   5.00   3.20   1.80   1.80              
 1  3   3   6.00   4.30   2.00   2.00              
 1  3   3   7.00   5.00   3.90                     
 1  3   3   8.00   5.10   2.80   2.80              
 1  3   3   9.00   6.10   2.90                     
 1  3   3  10.00   4.70   2.40   2.20              
 1  3   3  11.00   4.70   2.30                     
 1  3   3  12.00   4.60   2.00   2.00              
 1  3   3  13.00   3.40   3.30                     
 1  3   3  14.00   2.50   2.50                     
 1  3   3  19.00   2.10   1.50                     
 1  3   3  20.00   2.20   1.50                     
 1  3   3  21.00   2.00   1.50                     
