Mo da yda   time   FoF2   foEs    foE   foF1   fbEs
 2 15  46  22.00   2.60   1.60                     
 2 15  46  23.00   2.40   1.50                     
 2 15  46   0.00   2.40   1.50                     
 2 15  46   1.00   2.30   1.60                     
 2 15  46   3.00   1.70   1.60                     
 2 15  46   4.00   2.90   1.50   1.50              
 2 15  46   5.00   3.90   2.00   2.00              
 2 15  46   6.00   4.90   2.60                     
 2 15  46   7.00   5.40   2.60                     
 2 15  46   8.00   6.00   3.00                     
 2 15  46   9.00   5.50   2.60   2.60              
 2 15  46  10.00   5.70   2.90                     
 2 15  46  11.00   6.10   2.90                     
 2 15  46  12.00   6.20   2.60                     
 2 15  46  13.00   4.40   2.10                     
 2 15  46  14.00   3.60   1.50   1.50              
 2 15  46  15.00   2.80   1.60                     
 2 15  46  16.00   2.70   1.60                     
 2 15  46  17.00   2.50   1.60                     
 2 15  46  18.00   2.40   1.60                     
 2 15  46  19.00   2.30   1.60                     
 2 15  46  20.00   2.30   1.60                     
 2 15  46  21.00   2.40   1.50                     
