Mo da yda  time  FoF2
12 21 355  23.00    2.3
12 21 355   0.00    2.2
12 21 355   1.00    2.1
12 21 355   6.00   3.15
12 21 355   7.00    4.0
12 21 355   8.00    4.5
12 21 355   9.00    5.0
12 21 355  10.00   4.15
12 21 355  11.00   5.05
12 21 355  12.00    4.8
12 21 355  13.00    4.0
12 21 355  21.00    2.5
