Mo da yda  time  FoF2
12 23 357  22.00    2.6
12 23 357  23.00    2.7
12 23 357   0.00    2.7
12 23 357   1.00    2.0
12 23 357   6.00    3.2
12 23 357   7.00    4.2
12 23 357   8.00    5.5
12 23 357   9.00    5.0
12 23 357  10.00    5.1
12 23 357  11.00    5.3
12 23 357  12.00    5.0
12 23 357  13.00    4.0
12 23 357  20.00    2.9
12 23 357  21.00   2.95
