Mo da yda  time  FoF2
12 30 364  22.00    3.0
12 30 364  23.00    3.2
12 30 364   0.00    3.1
12 30 364   1.00    3.2
12 30 364   2.00    3.3
12 30 364   3.00    3.1
12 30 364   6.00    3.5
12 30 364   7.00    4.3
12 30 364   8.00    4.1
12 30 364   9.00    5.1
12 30 364  10.00    5.7
12 30 364  11.00    4.6
12 30 364  12.00    5.4
12 30 364  14.00    2.8
12 30 364  18.00    3.0
12 30 364  20.00    2.8
