Mo da yda  time  FoF2
 2 24  55  22.00    2.2
 2 24  55  23.00    2.7
 2 24  55   1.00    2.7
 2 24  55   2.00    2.4
 2 24  55   3.00    2.1
 2 24  55   5.00    3.6
 2 24  55   6.00    4.4
 2 24  55   7.00    4.5
 2 24  55   8.00    4.5
 2 24  55   9.00   4.75
 2 24  55  10.00    5.1
 2 24  55  11.00    4.8
 2 24  55  12.00    4.4
 2 24  55  14.00    4.6
 2 24  55  15.00    3.8
 2 24  55  16.00    2.9
 2 24  55  17.00    3.0
 2 24  55  18.00    2.9
 2 24  55  19.00    2.8
 2 24  55  20.00    2.9
 2 24  55  21.00    2.8
