Mo da yda  time  FoF2
 3 19  79  22.00   2.65
 3 19  79  23.00    2.5
 3 19  79   2.00    3.0
 3 19  79   3.00   2.25
 3 19  79   4.00   3.25
 3 19  79   5.00    3.9
 3 19  79   6.00    4.0
 3 19  79   7.00   4.65
 3 19  79   8.00   4.75
 3 19  79   9.00    5.1
 3 19  79  10.00    4.9
 3 19  79  11.00    4.9
 3 19  79  12.00    4.8
 3 19  79  13.00    4.7
 3 19  79  14.00    4.6
 3 19  79  15.00    4.6
 3 19  79  16.00    4.0
 3 19  79  17.00    4.0
 3 19  79  18.00    3.9
 3 19  79  19.00    3.5
 3 19  79  21.00    2.9
