Mo da yda  time  FoF2
 3 16  76  23.00   2.55
 3 16  76   0.00    2.6
 3 16  76   1.00    2.5
 3 16  76   2.00   2.15
 3 16  76   4.00    2.6
 3 16  76   5.00    3.4
 3 16  76   6.00   3.25
 3 16  76   7.00    4.2
 3 16  76   8.00    4.2
 3 16  76   9.00   4.15
 3 16  76  10.00   4.65
 3 16  76  11.00    4.5
 3 16  76  12.00   4.55
 3 16  76  13.00    4.5
 3 16  76  14.00   4.45
 3 16  76  15.00    4.0
 3 16  76  16.00    3.8
 3 16  76  17.00    3.9
 3 16  76  18.00    3.3
 3 16  76  19.00    2.6
 3 16  76  20.00   2.55
 3 16  76  21.00    2.6
