Mo da yda  time  FoF2
12 14 348  22.00    2.4
12 14 348  23.00    2.5
12 14 348   0.00    2.5
12 14 348   1.00    2.1
12 14 348   2.00    2.4
12 14 348   5.00    2.5
12 14 348   6.00   3.75
12 14 348   7.00    4.9
12 14 348   8.00    5.4
12 14 348   9.00    5.5
12 14 348  10.00    5.1
12 14 348  11.00    5.0
12 14 348  12.00    4.7
12 14 348  13.00    4.5
12 14 348  15.00    2.7
12 14 348  18.00    2.6
12 14 348  20.00    2.7
12 14 348  21.00    2.6
