Mo da yda  time  FoF2
12 13 347   0.00    3.0
12 13 347   1.00    3.0
12 13 347   6.00    3.8
12 13 347   7.00    4.5
12 13 347   8.00    5.0
12 13 347   9.00    5.9
12 13 347  10.00    5.5
12 13 347  11.00    5.5
12 13 347  12.00    4.5
12 13 347  13.00    4.3
12 13 347  14.00    3.3
12 13 347  15.00    2.6
