Mo da yda  time  FoF2
 3 12  72  22.00    2.7
 3 12  72  23.00    2.3
 3 12  72   0.00    2.1
 3 12  72   1.00    2.0
 3 12  72   2.00    2.0
 3 12  72   4.00    2.8
 3 12  72   5.00    3.2
 3 12  72   6.00    4.1
 3 12  72   7.00    4.7
 3 12  72   8.00   4.75
 3 12  72   9.00    5.3
 3 12  72  10.00    5.5
 3 12  72  11.00    4.7
 3 12  72  12.00    5.2
 3 12  72  13.00   4.85
 3 12  72  14.00    4.6
 3 12  72  15.00   4.65
 3 12  72  16.00    4.7
 3 12  72  17.00   4.55
 3 12  72  18.00    3.4
