Mo da yda  time  FoF2
12 16 350  22.00    3.0
12 16 350  23.00    2.9
12 16 350   0.00    2.7
12 16 350   1.00   2.75
12 16 350   7.00    5.0
12 16 350   8.00    4.6
12 16 350   9.00   4.95
12 16 350  10.00    5.0
12 16 350  11.00    4.6
12 16 350  12.00    5.8
12 16 350  13.00    4.8
12 16 350  14.00    3.1
12 16 350  15.00    2.8
12 16 350  16.00    2.4
12 16 350  18.00    2.6
12 16 350  20.00    2.9
