Mo da yda  time  FoF2
12 26 360  22.00   2.85
12 26 360  23.00    2.5
12 26 360   0.00   3.05
12 26 360   1.00   2.85
12 26 360   2.00    2.8
12 26 360   5.00   2.05
12 26 360   6.00    3.5
12 26 360   8.00    4.5
12 26 360   9.00    4.5
12 26 360  10.00    5.2
12 26 360  11.00    5.0
12 26 360  12.00    4.8
12 26 360  13.00    3.7
12 26 360  19.00    3.1
12 26 360  20.00    2.6
