Mo da yda  time  FoF2
 1 30  30  23.00    3.9
 1 30  30   0.00    3.7
 1 30  30   1.00    3.4
 1 30  30   2.00   3.15
 1 30  30   3.00    2.9
 1 30  30   4.00    2.9
 1 30  30   5.00    2.6
 1 30  30   6.00    3.8
 1 30  30   7.00   4.55
 1 30  30   8.00    5.2
 1 30  30   9.00    5.2
 1 30  30  10.00    4.8
 1 30  30  11.00    4.6
 1 30  30  12.00    4.7
 1 30  30  13.00    4.6
 1 30  30  14.00    3.9
 1 30  30  15.00    2.7
 1 30  30  16.00    2.7
 1 30  30  19.00    2.6
 1 30  30  20.00    2.7
