Mo da yda  time  FoF2
12 24 358  22.00    2.4
12 24 358  23.00    2.6
12 24 358   0.00    2.7
12 24 358   1.00    2.4
12 24 358   6.00    2.9
12 24 358   7.00    4.6
12 24 358   8.00    4.8
12 24 358   9.00    5.3
12 24 358  10.00    5.2
12 24 358  11.00    4.8
12 24 358  12.00    4.8
12 24 358  13.00    3.6
12 24 358  14.00    2.5
12 24 358  15.00    2.7
12 24 358  17.00    2.0
12 24 358  18.00    2.2
12 24 358  21.00    2.3
