Mo da yda  time  FoF2
12  9 343  22.00    3.7
12  9 343  23.00    4.2
12  9 343   0.00    4.2
12  9 343   1.00   3.95
12  9 343   2.00    3.6
12  9 343   3.00    3.4
12  9 343   5.00    3.5
12  9 343   7.00    4.0
12  9 343   8.00    5.6
12  9 343  10.00    5.5
12  9 343  11.00    4.9
12  9 343  12.00    4.9
12  9 343  13.00    4.6
12  9 343  15.00    3.4
12  9 343  16.00    3.5
12  9 343  17.00    3.6
12  9 343  18.00    4.0
12  9 343  19.00    4.0
12  9 343  20.00    4.0
12  9 343  21.00    4.4
