Mo da yda  time  FoF2
 3 13  73  22.00    2.5
 3 13  73  23.00   2.45
 3 13  73   0.00    2.2
 3 13  73   2.00   2.25
 3 13  73   4.00    2.6
 3 13  73   5.00    3.4
 3 13  73   6.00    3.8
 3 13  73   7.00    4.4
 3 13  73   8.00    4.5
 3 13  73   9.00    4.7
 3 13  73  10.00    4.8
 3 13  73  11.00    5.1
 3 13  73  12.00    5.5
 3 13  73  13.00    5.4
 3 13  73  14.00    4.7
 3 13  73  15.00    4.3
 3 13  73  16.00    4.4
 3 13  73  17.00    4.0
 3 13  73  18.00    3.3
 3 13  73  20.00    2.5
