Mo da yda  time  FoF2
12 29 363  23.00    3.5
12 29 363   0.00    3.7
12 29 363   2.00    2.6
12 29 363   4.00    2.7
12 29 363   5.00    2.6
12 29 363   6.00    3.0
12 29 363   7.00   4.65
12 29 363   8.00    4.5
12 29 363   9.00    5.0
12 29 363  10.00    4.7
12 29 363  11.00   4.15
12 29 363  12.00    4.8
12 29 363  13.00    3.9
12 29 363  14.00    2.3
12 29 363  18.00    2.7
12 29 363  19.00    2.6
12 29 363  20.00    3.1
12 29 363  21.00    2.9
